chromosome	pos	gpos
22	17178332	0.01917684
22	17178586	0.01918776
22	17180510	0.01928572
22	17183103	0.019473670000000002
22	17186728	0.01963484
22	17187276	0.01965919
22	17187577	0.01967255
22	17187689	0.01967752
22	17187719	0.01967836
22	17188058	0.01968194
22	17189132	0.01968956
22	17189194	0.01969
22	17189718	0.019693620000000002
22	17190111	0.01969634
22	17190683	0.01970027
22	17190719	0.01970096
22	17190730	0.01970141
22	17192143	0.01975905
22	17195268	0.01989036
22	17195679	0.01989333
22	17195867	0.01989416
22	17196300	0.0198964
22	17198998	0.01990617
22	17200597	0.01991195
22	17202602	0.01991919
22	17203103	0.01992027
22	17206030	0.01992414
22	17206496	0.01992476
22	17210318	0.01992991
22	17211075	0.01993096
22	17211341	0.01993134
22	17211440	0.019931479999999998
22	17211973	0.01993225
22	17212113	0.01993246
22	17212553	0.01993313
22	17212992	0.01993382
22	17213298	0.019934320000000002
22	17214252	0.01993593
22	17214669	0.01993666
22	17215732	0.01993853
22	17216894	0.01994058
22	17217201	0.01994114
22	17219250	0.01994496
22	17219356	0.01994517
22	17219625	0.0199457
22	17220001	0.01994648
22	17221495	0.0199497
22	17221812	0.01995065
22	17222785	0.01995712
22	17222962	0.01995827
22	17223562	0.01996187
22	17223938	0.0199634
22	17225174	0.01996796
22	17225193	0.01996803
22	17225319	0.01996855
22	17225407	0.01996896
22	17225715	0.01997074
22	17225903	0.01997263
22	17225950	0.01997314
22	17227403	0.01999091
22	17227461	0.01999162
22	17227600	0.019993300000000002
22	17228796	0.02000769
22	17229968	0.020022090000000003
22	17231133	0.02003704
22	17231512	0.020048319999999998
22	17231603	0.02005285
22	17231719	0.020061700000000002
22	17234497	0.02029267
22	17238270	0.020314230000000003
22	17238335	0.02031485
22	17238906	0.02032321
22	17241459	0.02038321
22	17243464	0.02039492
22	17244600	0.02040152
22	17244734	0.02040229
22	17245309	0.02040557
22	17245340	0.02040575
22	17246329	0.02041135
22	17254399	0.02045709
22	17255296	0.020462189999999998
22	17255527	0.0204635
22	17255752	0.020464780000000002
22	17256231	0.02046751
22	17257198	0.02047302
22	17257295	0.02047359
22	17258201	0.020478930000000003
22	17258313	0.02047974
22	17258797	0.02048327
22	17258808	0.020483349999999997
22	17259954	0.02049636
22	17260536	0.02050228
22	17261026	0.02050728
22	17262699	0.020522949999999998
22	17263854	0.020532889999999998
22	17264565	0.02053896
22	17264904	0.02054107
22	17265124	0.020542289999999998
22	17265194	0.02054265
22	17266361	0.020548510000000002
22	17266625	0.02054958
22	17266949	0.02055052
22	17267006	0.020550660000000002
22	17267459	0.02055159
22	17268016	0.02055274
22	17268152	0.02055357
22	17268998	0.020561370000000002
22	17269076	0.020561729999999997
22	17270198	0.020564040000000002
22	17270265	0.02056421
22	17270487	0.02056496
22	17271652	0.02057319
22	17271703	0.02057375
22	17271714	0.02057396
22	17271842	0.020577369999999998
22	17272246	0.0205893
22	17273178	0.02061581
22	17273468	0.020625010000000003
22	17273728	0.02063448
22	17274435	0.02083113
22	17275394	0.02142478
22	17278762	0.02163144
22	17280345	0.02163891
22	17280822	0.02164087
22	17281110	0.021642039999999998
22	17281392	0.02164318
22	17281931	0.02164537
22	17282549	0.021647859999999998
22	17283102	0.021650100000000002
22	17283820	0.02165299
22	17284065	0.021653989999999998
22	17284363	0.02165519
22	17284540	0.02165591
22	17285049	0.02165797
22	17285419	0.02165946
22	17285949	0.02166157
22	17286147	0.021662360000000002
22	17286329	0.021663079999999998
22	17286712	0.0216646
22	17288200	0.02167049
22	17288220	0.021670569999999997
22	17288377	0.02167119
22	17288988	0.02167361
22	17289118	0.02167412
22	17290010	0.021677659999999998
22	17290674	0.02168031
22	17291543	0.02168384
22	17293143	0.02169037
22	17294251	0.02169521
22	17294997	0.021704469999999997
22	17295117	0.02170487
22	17295703	0.02170687
22	17295764	0.02170708
22	17296235	0.02170865
22	17296426	0.02170936
22	17296700	0.021710590000000002
22	17296720	0.021710660000000003
22	17299033	0.021717590000000002
22	17299261	0.02171822
22	17300320	0.021721180000000003
22	17301217	0.021723620000000003
22	17301843	0.02172532
22	17302458	0.02172698
22	17303596	0.021730040000000003
22	17304132	0.021731479999999997
22	17304246	0.02173179
22	17304887	0.02173362
22	17305777	0.021752280000000002
22	17306104	0.02175779
22	17306184	0.021758510000000002
22	17307742	0.02176507
22	17308241	0.021766920000000002
22	17309296	0.02177078
22	17309362	0.021771029999999997
22	17309517	0.02177161
22	17309555	0.02177178
22	17309881	0.021773340000000002
22	17310488	0.02177623
22	17310741	0.02177779
22	17311027	0.021780309999999997
22	17312596	0.02179974
22	17313288	0.02190988
22	17313798	0.02191353
22	17313872	0.021914060000000003
22	17314151	0.02191606
22	17314977	0.021921970000000002
22	17315102	0.021922860000000002
22	17315458	0.02192541
22	17315503	0.021925729999999997
22	17315621	0.021926610000000003
22	17316313	0.021971189999999998
22	17316555	0.02197328
22	17317062	0.021976810000000003
22	17317100	0.021977069999999998
22	17317233	0.02197803
22	17317346	0.021979250000000002
22	17318150	0.02199159
22	17318333	0.02199296
22	17318367	0.02199328
22	17318682	0.021996920000000003
22	17319156	0.022002389999999997
22	17320361	0.02201022
22	17321768	0.022020949999999997
22	17323243	0.022032250000000003
22	17323853	0.022036959999999998
22	17324383	0.022040989999999996
22	17324504	0.02204184
22	17325148	0.02204508
22	17326181	0.022049089999999997
22	17326432	0.02205007
22	17326550	0.02205053
22	17326668	0.022050999999999998
22	17326914	0.02205196
22	17327157	0.02205288
22	17327181	0.022052969999999998
22	17327595	0.02205442
22	17327712	0.02205482
22	17328627	0.0220579
22	17329355	0.022060330000000003
22	17329601	0.02206115
22	17330409	0.022063799999999998
22	17331020	0.022065800000000003
22	17331656	0.02206855
22	17332664	0.022072829999999998
22	17332915	0.02207385
22	17334052	0.02207844
22	17337527	0.02208968
22	17338134	0.02209163
22	17338286	0.02209213
22	17338446	0.022092610000000002
22	17339003	0.022094290000000003
22	17339040	0.0220944
22	17339129	0.02209466
22	17340077	0.02209741
22	17340419	0.022098450000000002
22	17340639	0.022099129999999998
22	17340798	0.022099630000000002
22	17340906	0.02209998
22	17341904	0.02210325
22	17342240	0.02210437
22	17342480	0.02210518
22	17343037	0.02210718
22	17344500	0.02211341
22	17344949	0.0221155
22	17345122	0.02211632
22	17346384	0.022128309999999998
22	17346544	0.02213591
22	17347348	0.022184020000000002
22	17347460	0.02219072
22	17352097	0.02246838
22	17353947	0.022593679999999998
22	17362289	0.02324627
22	17371336	0.02397475
22	17372135	0.02401752
22	17387645	0.024754369999999998
22	17389912	0.02484788
22	17393020	0.02491631
22	17393239	0.02491952
22	17393451	0.024921790000000003
22	17393876	0.024926370000000003
22	17394989	0.02493828
22	17395434	0.024946760000000002
22	17395610	0.02495142
22	17395724	0.02495538
22	17395974	0.02496308
22	17396459	0.0249785
22	17396465	0.02497869
22	17396612	0.024983309999999998
22	17396613	0.02498335
22	17396966	0.02499441
22	17397875	0.025016009999999998
22	17398508	0.025029210000000003
22	17398800	0.025035289999999998
22	17398812	0.02503554
22	17399211	0.02504359
22	17399588	0.02505094
22	17401834	0.025074700000000002
22	17402322	0.025079570000000002
22	17402459	0.02508093
22	17403936	0.02509555
22	17404911	0.02510524
22	17405173	0.025107840000000003
22	17405330	0.0251094
22	17405698	0.02511305
22	17406065	0.02511669
22	17407349	0.02512944
22	17407566	0.02513162
22	17408116	0.02513718
22	17408859	0.02514444
22	17409897	0.025154100000000002
22	17409957	0.025154649999999997
22	17410128	0.02515621
22	17410373	0.02515843
22	17410790	0.02516218
22	17411899	0.025172089999999998
22	17412168	0.02517452
22	17412216	0.02518297
22	17412682	0.02540949
22	17412806	0.025469759999999998
22	17413554	0.02583336
22	17413595	0.02585083
22	17414103	0.0258621
22	17414162	0.025863360000000002
22	17414385	0.02586817
22	17414640	0.02587374
22	17414892	0.025879379999999997
22	17415490	0.025892810000000002
22	17415572	0.02589461
22	17415956	0.02590205
22	17416219	0.02590471
22	17417742	0.025914799999999998
22	17419338	0.02591712
22	17420578	0.02591892
22	17421989	0.02592094
22	17423930	0.02592371
22	17426401	0.02592724
22	17426417	0.025927259999999997
22	17427037	0.025928200000000002
22	17427664	0.02592945
22	17428080	0.0259334
22	17428123	0.025934219999999997
22	17428815	0.02595021
22	17428982	0.025956290000000003
22	17429384	0.02597161
22	17429434	0.02597314
22	17429893	0.02598069
22	17430040	0.025982159999999997
22	17430931	0.02598564
22	17432482	0.02599154
22	17433210	0.02599433
22	17433221	0.02599439
22	17433888	0.02599993
22	17434084	0.02600156
22	17434253	0.026002860000000003
22	17434521	0.0260045
22	17434924	0.02600644
22	17435034	0.02600693
22	17436627	0.02601407
22	17436762	0.026014680000000002
22	17436846	0.026015049999999998
22	17437310	0.026017070000000003
22	17437483	0.02601779
22	17437500	0.02601786
22	17437617	0.026018319999999998
22	17437681	0.026018569999999998
22	17438737	0.026022530000000002
22	17438982	0.02602343
22	17440953	0.026030630000000003
22	17441303	0.02603239
22	17441449	0.02603321
22	17441524	0.02603389
22	17441525	0.026033900000000002
22	17442154	0.026042290000000003
22	17442206	0.026042990000000002
22	17442223	0.02604322
22	17442739	0.02605022
22	17442987	0.02605325
22	17443131	0.02605448
22	17443179	0.02605481
22	17443238	0.02605518
22	17443263	0.026055320000000003
22	17443381	0.02605587
22	17445502	0.02606455
22	17446157	0.026066729999999996
22	17446825	0.02606895
22	17446914	0.02606925
22	17446991	0.02606949
22	17448143	0.02607306
22	17448404	0.026073870000000002
22	17449115	0.026076079999999998
22	17450515	0.02608059
22	17450538	0.02608069
22	17451185	0.02608353
22	17451710	0.026085880000000002
22	17451854	0.026086540000000002
22	17451966	0.02608705
22	17452925	0.02609143
22	17452966	0.02609162
22	17453956	0.026096240000000003
22	17454486	0.02609865
22	17454695	0.02609963
22	17454945	0.02610097
22	17455391	0.02610423
22	17456773	0.026114679999999998
22	17457276	0.02611576
22	17462185	0.02612041
22	17463189	0.026121340000000003
22	17464029	0.02612446
22	17465108	0.02612847
22	17465175	0.02612861
22	17466249	0.026129549999999998
22	17466491	0.026129760000000002
22	17466783	0.026130010000000002
22	17466918	0.02613012
22	17467073	0.026130260000000002
22	17467411	0.026130550000000002
22	17467474	0.0261306
22	17467684	0.02613078
22	17467823	0.026130900000000002
22	17469026	0.02613195
22	17469310	0.026147390000000003
22	17469558	0.026148280000000003
22	17470779	0.026152679999999998
22	17471354	0.02615491
22	17471369	0.02615498
22	17472032	0.02615824
22	17472071	0.02615843
22	17472239	0.026159279999999997
22	17473229	0.02616431
22	17474689	0.02616986
22	17474812	0.026170230000000003
22	17475014	0.02617068
22	17475191	0.026171069999999998
22	17475654	0.02617209
22	17475921	0.02617267
22	17476064	0.026172960000000002
22	17488195	0.02619673
22	17488430	0.02619764
22	17488669	0.0262065
22	17488727	0.02620908
22	17489300	0.026246580000000002
22	17489546	0.02632835
22	17489577	0.02633881
22	17489890	0.02644593
22	17490932	0.02680294
22	17491584	0.02684729
22	17492203	0.02688499
22	17492452	0.026900610000000002
22	17492533	0.02691882
22	17493182	0.02709499
22	17493293	0.02713527
22	17493431	0.02719617
22	17493520	0.02723609
22	17493708	0.027320410000000003
22	17493720	0.02732507
22	17493792	0.02735013
22	17494101	0.027457379999999997
22	17494547	0.0276118
22	17495145	0.02762135
22	17499890	0.02769639
22	17500036	0.02769746
22	17500417	0.027698800000000003
22	17501980	0.02770372
22	17502191	0.02770438
22	17504047	0.02771029
22	17504945	0.027713909999999998
22	17513703	0.02775766
22	17514372	0.02776091
22	17517298	0.02777496
22	17519579	0.02778489
22	17520850	0.02778779
22	17522807	0.027791800000000002
22	17523190	0.02779227
22	17524190	0.0277935
22	17524203	0.027793830000000002
22	17524569	0.02780586
22	17524728	0.02780595
22	17525355	0.0278063
22	17525525	0.02780639
22	17525584	0.02780642
22	17525610	0.02780644
22	17525970	0.02780662
22	17526055	0.027806670000000002
22	17526489	0.02780689
22	17526532	0.02780691
22	17527063	0.02780719
22	17527495	0.027807409999999998
22	17527847	0.027807590000000004
22	17529500	0.02780845
22	17529583	0.027808489999999998
22	17529814	0.02780862
22	17530370	0.02780892
22	17531732	0.02781356
22	17532449	0.027816030000000002
22	17532554	0.0278161
22	17532889	0.0278163
22	17533056	0.027816399999999998
22	17533396	0.027816610000000002
22	17534726	0.02781743
22	17535124	0.02781767
22	17535220	0.02781773
22	17535520	0.02781792
22	17536016	0.027818230000000003
22	17536145	0.027818299999999997
22	17536181	0.02781833
22	17536391	0.02781854
22	17536470	0.027818589999999997
22	17536555	0.027818649999999997
22	17537530	0.027819280000000002
22	17537830	0.027819479999999997
22	17538439	0.02781988
22	17538808	0.02782012
22	17538980	0.02782024
22	17539129	0.02782034
22	17539439	0.027820550000000003
22	17539544	0.027820619999999997
22	17539625	0.027820670000000002
22	17539678	0.027820710000000002
22	17541673	0.027822100000000002
22	17541858	0.02782223
22	17542650	0.0278228
22	17543048	0.02782308
22	17543482	0.02782339
22	17544834	0.02782435
22	17545859	0.027825060000000002
22	17548971	0.02782717
22	17549526	0.02782755
22	17550418	0.02782824
22	17553198	0.02783462
22	17554354	0.02783811
22	17554915	0.02783854
22	17557144	0.027840280000000002
22	17557308	0.02784057
22	17561513	0.02784794
22	17561913	0.027849080000000002
22	17564907	0.027857609999999998
22	17565013	0.027857919999999998
22	17565035	0.02785804
22	17565932	0.027865519999999998
22	17566206	0.02786866
22	17566504	0.02787233
22	17567699	0.02788557
22	17567807	0.02788707
22	17571355	0.02798148
22	17571604	0.02804049
22	17572941	0.02835789
22	17575800	0.02903548
22	17580394	0.030154269999999997
22	17580813	0.03035052
22	17581838	0.03083063
22	17582776	0.0312699
22	17582877	0.03127506
22	17585441	0.031361349999999996
22	17585808	0.03137371
22	17586471	0.03139603
22	17587680	0.03143674
22	17587975	0.03144668
22	17588305	0.0314578
22	17589246	0.0314823
22	17589297	0.03148309
22	17589567	0.03148724
22	17591089	0.031506280000000005
22	17591823	0.03151541
22	17593685	0.03153843
22	17594886	0.03155258
22	17594915	0.03155297
22	17595070	0.0315553
22	17595746	0.03156819
22	17595915	0.03157137
22	17596178	0.031576230000000004
22	17596229	0.03157714
22	17596388	0.031579869999999996
22	17597297	0.03159514
22	17597462	0.03159786
22	17599170	0.03162614
22	17599844	0.03163788
22	17599860	0.03163816
22	17600497	0.03164929
22	17603340	0.031695959999999995
22	17603801	0.03170359
22	17604471	0.0317139
22	17605824	0.03173462
22	17607894	0.03176404
22	17609825	0.03179126
22	17609839	0.03179146
22	17611515	0.03181517
22	17612744	0.03183245
22	17612750	0.03183252
22	17612815	0.03183317
22	17614011	0.03184318
22	17615213	0.031853280000000005
22	17615234	0.0318535
22	17615372	0.031855
22	17616151	0.03186654
22	17616217	0.031867519999999996
22	17616510	0.03187189
22	17618142	0.03189633
22	17618164	0.03189666
22	17619076	0.03191068
22	17619292	0.03191404
22	17619716	0.03192069
22	17620130	0.031927210000000004
22	17621704	0.03195175
22	17622267	0.03196049
22	17623408	0.03197789
22	17624072	0.03198782
22	17626236	0.03201979
22	17626665	0.03202556
22	17630378	0.03206089
22	17630486	0.0320619
22	17630647	0.03206336
22	17631893	0.03207472
22	17632202	0.03207753
22	17632744	0.03208247
22	17632885	0.03208375
22	17633669	0.032090900000000006
22	17633785	0.032092079999999995
22	17634050	0.0320952
22	17635858	0.03212047
22	17641079	0.03220264
22	17643546	0.032240950000000004
22	17644131	0.032250009999999996
22	17647862	0.032311480000000004
22	17648486	0.032322540000000004
22	17649774	0.03234649
22	17652219	0.03239186
22	17653955	0.03242419
22	17655388	0.03245099
22	17655898	0.03246019
22	17656724	0.03247392
22	17658006	0.03249456
22	17658341	0.03249997
22	17660501	0.03253487
22	17660556	0.03253579
22	17661178	0.03254611
22	17661347	0.03254895
22	17662163	0.03256268
22	17662917	0.03258244
22	17663117	0.0325863
22	17663240	0.032588439999999996
22	17665413	0.03262476
22	17666437	0.03267031
22	17666702	0.0327041
22	17669151	0.03308536
22	17669306	0.03310972
22	17670224	0.03325392
22	17670256	0.03325852
22	17670807	0.03333095
22	17671042	0.03336184
22	17671133	0.03337368
22	17674099	0.03375781
22	17674117	0.03376016
22	17675045	0.03398553
22	17675173	0.03401662
22	17675324	0.03405329
22	17675900	0.034193180000000004
22	17676102	0.0342421
22	17676590	0.03430904
22	17677699	0.034459170000000004
22	17678128	0.03447708
22	17679312	0.034526
22	17679549	0.03453515
22	17680519	0.03455806
22	17681849	0.03457502
22	17682165	0.03457892
22	17682294	0.03458049
22	17685194	0.03461555
22	17688402	0.03465436
22	17690409	0.03467889
22	17690430	0.034679220000000004
22	17691795	0.03470366
22	17692507	0.03475355
22	17695703	0.03519797
22	17696027	0.03525958
22	17697781	0.03561934
22	17697861	0.03563565
22	17698080	0.03565984
22	17698173	0.03566705
22	17700284	0.035701079999999996
22	17701234	0.03572148
22	17702505	0.03574746
22	17702662	0.03575104
22	17702778	0.03575372
22	17702876	0.0357559
22	17703572	0.03576989
22	17705622	0.035801980000000004
22	17705808	0.035804840000000004
22	17709828	0.03586526
22	17709935	0.03587019
22	17710860	0.03597277
22	17712142	0.03622608
22	17712611	0.03635994
22	17713320	0.0365653
22	17713378	0.0365821
22	17714695	0.036972239999999996
22	17715771	0.03729099
22	17717841	0.03790419
22	17718119	0.03798655
22	17718606	0.03813078
22	17718911	0.038221120000000004
22	17721551	0.03900105
22	17721595	0.03901204
22	17722024	0.03910819
22	17722442	0.03920216
22	17722536	0.03922365
22	17722885	0.03930477
22	17722982	0.03932937
22	17723174	0.03937805
22	17723950	0.03957831
22	17724049	0.039603860000000005
22	17724093	0.03961577
22	17724167	0.03963799
22	17724663	0.03979705
22	17724829	0.039850279999999995
22	17724936	0.0398846
22	17725046	0.039919869999999996
22	17725150	0.03995322
22	17725209	0.03997214
22	17725764	0.04015013
22	17726469	0.04037614
22	17727125	0.04052208
22	17727648	0.04063794
22	17728832	0.04090023
22	17729044	0.04094706000000001
22	17731977	0.041589600000000004
22	17733896	0.042010259999999994
22	17735191	0.04229825
22	17735654	0.042431409999999996
22	17736410	0.04264884
22	17738100	0.04314794
22	17738177	0.04317021000000001
22	17741737	0.044178959999999996
22	17742368	0.04427238
22	17742515	0.04429414
22	17743228	0.0443997
22	17743426	0.04443042
22	17744553	0.04460558
22	17746101	0.04484432
22	17746528	0.04486974
22	17747195	0.04490910000000001
22	17748737	0.04500006
22	17749096	0.045021269999999995
22	17750525	0.045102409999999996
22	17751168	0.04513893
22	17758677	0.04534764
22	17759549	0.0453709
22	17760350	0.04539218
22	17761425	0.04542053
22	17762536	0.04544979
22	17762736	0.045455090000000004
22	17763180	0.045470870000000004
22	17763868	0.04550561
22	17764482	0.045536890000000003
22	17765505	0.04558918
22	17766115	0.04562075
22	17766437	0.045642209999999996
22	17766937	0.04568601
22	17768221	0.04582751
22	17768417	0.04584911
22	17768521	0.04586057
22	17769065	0.0459205
22	17769317	0.04594822
22	17769687	0.04598859
22	17770181	0.04604242
22	17771164	0.04610575
22	17773764	0.04622166
22	17781035	0.04654313
22	17781555	0.0465724
22	17782012	0.04660243
22	17782813	0.046655430000000005
22	17783912	0.0467201
22	17783923	0.04672064
22	17783945	0.04672153
22	17784602	0.04674212
22	17784977	0.04675286
22	17785199	0.04675923
22	17785224	0.0467598
22	17785300	0.046761119999999996
22	17788722	0.0468202
22	17789010	0.04682516
22	17790349	0.04684816
22	17790593	0.046852359999999996
22	17790731	0.04685476
22	17791564	0.04686945
22	17792740	0.04708926
22	17793012	0.04714015
22	17793206	0.04717646
22	17795408	0.04758851
22	17796971	0.047875810000000005
22	17797775	0.04789145
22	17798800	0.047910339999999996
22	17798848	0.04791122
22	17799368	0.04792089
22	17799387	0.047921490000000004
22	17799529	0.04792845
22	17799956	0.04794988
22	17800472	0.04797148
22	17800508	0.04797294
22	17800512	0.04797309
22	17800757	0.04798149
22	17803593	0.04800876
22	17803786	0.04801062
22	17804207	0.048014669999999995
22	17805430	0.048026479999999996
22	17806722	0.04803895
22	17809117	0.048062259999999996
22	17810483	0.04807586
22	17810876	0.04809107
22	17812160	0.04815117
22	17813139	0.0482019
22	17814148	0.04826192
22	17814811	0.04830291
22	17815696	0.048359610000000004
22	17816836	0.04843267
22	17817037	0.04844557
22	17817967	0.048505450000000006
22	17818146	0.04851697
22	17819348	0.04859424
22	17823261	0.0488455
22	17825432	0.04900454
22	17827558	0.049114069999999996
22	17827617	0.04911746
22	17827684	0.049121620000000005
22	17827976	0.049141370000000004
22	17828072	0.04915062
22	17829612	0.0496211
22	17829955	0.04972589
22	17830042	0.049752479999999995
22	17830125	0.04977785
22	17830244	0.04981423
22	17830578	0.04991633
22	17831441	0.05018002
22	17831813	0.050283499999999995
22	17832142	0.05029041
22	17833100	0.050304070000000006
22	17834655	0.05032622
22	17834898	0.05032967
22	17834918	0.05032996
22	17838682	0.05038347
22	17838809	0.05038527
22	17840160	0.05040661
22	17840410	0.05041056
22	17841198	0.050423020000000006
22	17842731	0.05045795
22	17844295	0.05049652
22	17846171	0.05052749
22	17846951	0.05053879
22	17850784	0.050583869999999996
22	17851683	0.05058808
22	17852805	0.05059303
22	17853714	0.05059711
22	17856960	0.050612750000000005
22	17857826	0.05062339
22	17858763	0.05063481
22	17858855	0.05063733
22	17860048	0.05069919
22	17860253	0.05072607
22	17860634	0.05082046
22	17860685	0.050833199999999995
22	17861077	0.05093159
22	17861131	0.05094515
22	17861458	0.05102722
22	17861476	0.05103174
22	17861535	0.05104655
22	17861659	0.05107767
22	17862147	0.051200159999999995
22	17862268	0.05123051
22	17866198	0.05220185
22	17866989	0.052256359999999995
22	17867492	0.05228789
22	17867549	0.05228972
22	17868536	0.05229761
22	17869334	0.05230384
22	17873099	0.052323680000000004
22	17875554	0.05233678
22	17875564	0.05233684
22	17880070	0.05236293
22	17880143	0.052363400000000004
22	17883220	0.05238499
22	17885697	0.05240727
22	17886806	0.0524174
22	17887147	0.05242056
22	17887534	0.05242425
22	17888609	0.05243468
22	17888621	0.05243477999999999
22	17888812	0.05243627
22	17888891	0.052436790000000004
22	17890073	0.052442960000000004
22	17890558	0.05244545
22	17890752	0.05244646
22	17891053	0.05244804
22	17891078	0.05244817
22	17891234	0.052449050000000004
22	17891554	0.052451090000000006
22	17892371	0.05246243
22	17892618	0.052477960000000004
22	17893850	0.05282324
22	17894083	0.052831260000000005
22	17894158	0.05283289
22	17894901	0.05284845
22	17895051	0.052851600000000006
